response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood
12/27/2016 22:59,Emotionally Disturb Person ,Yes,CIC,No,Taser,Red Dot,Black,Female,47.0,Unspecified,4,Jordan
12/27/2016 22:59,Emotionally Disturb Person ,Yes,CIC,No,Taser,Display,Black,Female,47.0,Unspecified,4,Jordan
12/29/2016 2:13,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Body Weight to Pin,Native American,Male,37.0,Assaulted Officer,1,Downtown West
12/29/2016 2:13,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Punches,Native American,Male,37.0,Assaulted Officer,1,Downtown West
12/29/2016 2:13,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Body Weight to Pin,Native American,Male,37.0,Assaulted Officer,1,Downtown West
12/29/2016 2:13,Suspicious Person ,No,ASLT4,Yes,Bodily Force,Punches,Native American,Male,37.0,Assaulted Officer,1,Downtown West
12/29/2016 5:00,Domestic Abuse-In Progress ,Yes,DASTR,Yes,Bodily Force,Slaps,Black,Male,28.0,Tensed,4,Willard - Hay
12/29/2016 19:13,Traffic Law Enforcement ,No,FLEE,Yes,Bodily Force,Conscious Neck Restraint,Black,Male,33.0,Fled in Vehicle,3,East Phillips
12/29/2016 21:59,Assist Other Agency ,No,FORCE,,Bodily Force,Body Weight to Pin,Black,Male,28.0,Fled on Foot,1,Loring Park
12/29/2016 21:59,Assist Other Agency ,No,FORCE,,Bodily Force,Joint Lock,Black,Male,28.0,Fled on Foot,1,Loring Park
12/30/2016 2:06,Fight ,Yes,FORCE,,Chemical Irritant,Crowd Control Mace,White,Female,25.0,Verbal Non-Compliance,1,Downtown West
12/30/2016 2:06,Fight ,Yes,FORCE,,Chemical Irritant,Crowd Control Mace,White,Female,25.0,Verbal Non-Compliance,1,Downtown West
12/30/2016 2:06,Fight ,Yes,FORCE,,Chemical Irritant,Crowd Control Mace,White,Female,25.0,Verbal Non-Compliance,1,Downtown West
12/30/2016 2:06,Fight ,Yes,FORCE,,Chemical Irritant,Crowd Control Mace,White,Male,25.0,Verbal Non-Compliance,1,Downtown West
12/31/2016 0:07,Fight ,Yes,BURGD,,Bodily Force,Body Weight to Pin,Black,Male,29.0,Tensed,4,Webber - Camden
12/31/2016 0:07,Fight ,Yes,BURGD,,Bodily Force,Body Weight to Pin,Black,Male,29.0,Tensed,4,Webber - Camden
12/31/2016 0:07,Fight ,Yes,BURGD,,Bodily Force,Body Weight to Pin,Black,Male,29.0,Tensed,4,Webber - Camden
12/31/2016 0:27,Unknown Trouble ,Yes,DASLT5,,Bodily Force,Body Weight to Pin,Black,Male,38.0,Tensed,4,Near - North
12/31/2016 4:02,Emotionally Disturb Person ,Yes,DISCON,,Bodily Force,Body Weight to Pin,Black,Male,27.0,Commission of Crime,1,Downtown West
12/31/2016 4:02,Emotionally Disturb Person ,Yes,DISCON,,Bodily Force,Body Weight to Pin,Black,Male,27.0,Commission of Crime,1,Downtown West
12/31/2016 11:05,Suspicious Person ,No,NARC,,Bodily Force,Push Away,Black,Male,51.0,Fled on Foot,4,Near - North
12/31/2016 23:38,Domestic Abuse-In Progress ,Yes,DAMPRP,,Bodily Force,Body Weight to Pin,White,Male,27.0,Tensed,5,King Field
12/31/2016 23:38,Domestic Abuse-In Progress ,Yes,DAMPRP,,Bodily Force,Body Weight to Pin,White,Male,27.0,Tensed,5,King Field
12/31/2016 23:38,Domestic Abuse-In Progress ,Yes,DAMPRP,,Bodily Force,Joint Lock,White,Male,27.0,Tensed,5,King Field
12/31/2016 23:57,Fight ,Yes,DISCON,,Chemical Irritant,Personal Mace,White,Male,30.0,Verbal Non-Compliance,1,North Loop
1/1/2017 1:13,Assault in Progress ,Yes,OBSTRU,Yes,Bodily Force,Push Away,White,Male,24.0,Assaulted Officer,5,Cedar - Isles - Dean
1/1/2017 1:13,Assault in Progress ,Yes,OBSTRU,Yes,Bodily Force,Punches,White,Male,24.0,Assaulted Officer,5,Cedar - Isles - Dean
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Bodily Force,Body Weight to Pin,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Chemical Irritant,Crowd Control Mace,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Bodily Force,Body Weight to Pin,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Bodily Force,Body Weight to Pin,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Bodily Force,Punches,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Chemical Irritant,Crowd Control Mace,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Bodily Force,Joint Lock,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Chemical Irritant,Crowd Control Mace,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:20,Damage Property-In Progress,No,DAMPRP,Yes,Chemical Irritant,Personal Mace,Asian,Male,23.0,Fled on Foot,5,Lowry Hill East
1/1/2017 2:40,Miscellaneous ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Female,25.0,Unspecified,1,Downtown West
1/1/2017 2:58,Domestic Abuse-In Progress ,Yes,MISC,,Bodily Force,Push Away,Other / Mixed Race,Male,34.0,Verbal Non-Compliance,3,Powderhorn Park
1/1/2017 5:07,Drunk/Intoxicated Person ,Yes,CIC,,Bodily Force,Body Weight to Pin,Native American,Female,23.0,Tensed,1,Downtown West
1/1/2017 5:07,Drunk/Intoxicated Person ,Yes,CIC,,Bodily Force,Joint Lock,Native American,Female,23.0,Tensed,1,Downtown West
1/1/2017 5:07,Drunk/Intoxicated Person ,Yes,CIC,,Bodily Force,Body Weight to Pin,Native American,Female,23.0,Tensed,1,Downtown West
1/1/2017 16:58,Person Threat to Jump ,Yes,CIC,,Bodily Force,Joint Lock,White,Female,23.0,Tensed,1,Elliot Park
1/1/2017 20:55,Disturbance ,No,DISCON,,Bodily Force,Push Away,Native American,Male,35.0,Tensed,1,Downtown West
1/2/2017 2:16,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Female,25.0,Commission of Crime,1,Downtown West
1/2/2017 2:16,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Female,25.0,Commission of Crime,1,Downtown West
1/2/2017 2:16,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Female,25.0,Commission of Crime,1,Downtown West
1/2/2017 2:16,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Female,25.0,Commission of Crime,1,Downtown West
1/3/2017 23:31,Emotionally Disturb Person ,Yes,CIC,No,Taser,Red Dot,Native American,Male,29.0,Unspecified,3,Howe
1/4/2017 1:35,Emotionally Disturb Person ,Yes,CIC,,Bodily Force,Push Away,White,Male,29.0,Tensed,2,Sheridan
1/4/2017 1:35,Emotionally Disturb Person ,Yes,CIC,,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,2,Sheridan
1/4/2017 1:35,Emotionally Disturb Person ,Yes,CIC,,Bodily Force,Push Away,White,Male,29.0,Tensed,2,Sheridan
1/4/2017 1:35,Emotionally Disturb Person ,Yes,CIC,,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,2,Sheridan
1/4/2017 1:35,Emotionally Disturb Person ,Yes,CIC,,Bodily Force,Push Away,White,Male,29.0,Tensed,2,Sheridan
1/4/2017 1:35,Emotionally Disturb Person ,Yes,CIC,,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,2,Sheridan
1/4/2017 13:00,Threats ,Yes,FORCE,,Bodily Force,Body Weight to Pin,Black,Male,46.0,Verbal Non-Compliance,1,North Loop
1/4/2017 16:26,Suspicious Person ,No,OBSTRU,,Bodily Force,Joint Lock,Black,Male,25.0,Unspecified,4,Folwell
1/5/2017 16:05,Emotionally Disturb Person ,Yes,CIC,No,Bodily Force,Body Weight to Pin,Black,Female,22.0,Tensed,4,Near - North
1/5/2017 16:05,Emotionally Disturb Person ,Yes,CIC,No,Bodily Force,Body Weight to Pin,Black,Female,22.0,Tensed,4,Near - North
1/5/2017 21:41,Theft ,Yes,THEFT,,Bodily Force,Body Weight to Pin,White,Male,35.0,Commission of Crime,2,Waite Park
1/5/2017 21:41,Theft ,Yes,THEFT,,Bodily Force,Push Away,White,Male,35.0,Commission of Crime,2,Waite Park
1/6/2017 3:01,Unknown Trouble ,Yes,ASLT2,Yes,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,5,Whittier
1/6/2017 3:01,Unknown Trouble ,Yes,ASLT2,Yes,Bodily Force,Push Away,White,Male,29.0,Tensed,5,Whittier
1/6/2017 3:01,Unknown Trouble ,Yes,ASLT2,Yes,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,5,Whittier
1/6/2017 3:01,Unknown Trouble ,Yes,ASLT2,Yes,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,5,Whittier
1/6/2017 3:01,Unknown Trouble ,Yes,ASLT2,Yes,Bodily Force,Joint Lock,White,Male,29.0,Tensed,5,Whittier
1/6/2017 11:35,Emotionally Disturb Person ,No,CIC,Yes,Taser,Display,White,Male,25.0,Fled on Foot,5,Lowry Hill
1/6/2017 11:35,Emotionally Disturb Person ,No,CIC,Yes,Bodily Force,Joint Lock,White,Male,25.0,Fled on Foot,5,Lowry Hill
1/6/2017 11:35,Emotionally Disturb Person ,No,CIC,Yes,Bodily Force,Push Away,White,Male,25.0,Fled on Foot,5,Lowry Hill
1/6/2017 11:35,Emotionally Disturb Person ,No,CIC,Yes,Bodily Force,Joint Lock,White,Male,25.0,Fled on Foot,5,Lowry Hill
1/6/2017 11:35,Emotionally Disturb Person ,No,CIC,Yes,Bodily Force,Body Weight to Pin,White,Male,25.0,Fled on Foot,5,Lowry Hill
1/6/2017 11:35,Emotionally Disturb Person ,No,CIC,Yes,Bodily Force,Body Weight to Pin,White,Male,25.0,Fled on Foot,5,Lowry Hill
1/6/2017 11:35,Emotionally Disturb Person ,No,CIC,Yes,Taser,Firing Darts,White,Male,25.0,Fled on Foot,5,Lowry Hill
1/6/2017 12:56,Sound of Shots Fired ,No,WEAP,,Bodily Force,Body Weight to Pin,Native American,Female,18.0,Commission of Crime,2,Northeast Park
1/6/2017 12:56,Sound of Shots Fired ,No,WEAP,,Bodily Force,Push Away,Native American,Female,18.0,Commission of Crime,2,Northeast Park
1/7/2017 1:26,Unknown Trouble ,Yes,FORCE,,Bodily Force,Joint Lock,White,Female,26.0,tensed,5,Lowry Hill
1/7/2017 1:26,Unknown Trouble ,Yes,FORCE,,Bodily Force,Body Weight to Pin,White,Female,26.0,tensed,5,Lowry Hill
1/7/2017 1:53,Shooting ,No,MURDR,,Chemical Irritant,Personal Mace,Black,Male,21.0,Verbal Non-Compliance,1,Downtown West
1/7/2017 2:22,Disturbance ,No,FORCE,,Chemical Irritant,Personal Mace,Black,Female,0.0,Verbal Non-Compliance,1,Downtown West
1/7/2017 2:22,Disturbance ,No,FORCE,,Chemical Irritant,Personal Mace,Black,Female,0.0,Verbal Non-Compliance,1,Downtown West
1/7/2017 2:22,Disturbance ,No,FORCE,,Chemical Irritant,Personal Mace,Black,Female,0.0,Verbal Non-Compliance,1,Downtown West
1/7/2017 2:22,Disturbance ,No,FORCE,,Chemical Irritant,Personal Mace,Black,Female,0.0,Verbal Non-Compliance,1,Downtown West
1/8/2017 0:42,Disturbance ,No,INFO,,Bodily Force,Body Weight to Pin,White,Male,23.0,Tensed,1,Downtown West
1/8/2017 1:07,Disturbance ,No,OBSTRU,,Bodily Force,Push Away,White,Male,24.0,Commission of Crime,1,Downtown West
1/8/2017 1:07,Disturbance ,No,OBSTRU,,Bodily Force,Body Weight to Pin,White,Male,24.0,Commission of Crime,1,Downtown West
1/8/2017 2:18,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,White,Male,0.0,Commission of Crime,1,Downtown West
1/10/2017 0:04,Disturbance ,Yes,ASLT5,No,Bodily Force,Kicks,Black,Male,22.0,Verbal Non-Compliance,1,Downtown West
1/10/2017 10:40,Unknown Trouble ,No,DISCON,Yes,Bodily Force,Body Weight to Pin,Black,Female,13.0,Assaulted Officer,4,Harrison
1/10/2017 10:40,Unknown Trouble ,No,DISCON,Yes,Bodily Force,Punches,Black,Female,13.0,Assaulted Officer,4,Harrison
1/10/2017 10:40,Unknown Trouble ,No,DISCON,Yes,Bodily Force,Joint Lock,Black,Female,13.0,Assaulted Officer,4,Harrison
1/11/2017 11:15,Domestic ,Yes,OBSTRU,No,Bodily Force,Punches,Black,Male,20.0,Tensed,4,Near - North
1/11/2017 11:15,Domestic ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,20.0,Tensed,4,Near - North
1/11/2017 11:15,Domestic ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,20.0,Tensed,4,Near - North
1/11/2017 17:54,Domestic Abuse-In Progress ,No,OBSTRU,,Bodily Force,Push Away,Black,Male,62.0,Commission of Crime,4,Jordan
1/11/2017 17:54,Domestic Abuse-In Progress ,No,OBSTRU,,Bodily Force,Body Weight to Pin,Black,Male,62.0,Commission of Crime,4,Jordan
1/13/2017 0:57,Customer Trouble ,Yes,OBSTRU,,Bodily Force,Body Weight to Pin,White,Female,29.0,Assaulted Officer,5,CARAG
1/13/2017 0:57,Customer Trouble ,Yes,OBSTRU,,Bodily Force,Push Away,White,Female,29.0,Assaulted Officer,5,CARAG
1/13/2017 1:20,Unknown Trouble ,Yes,ASLT5,,Bodily Force,Body Weight to Pin,Black,Male,29.0,Commission of Crime,3,Central
1/13/2017 1:20,Unknown Trouble ,Yes,ASLT5,,Bodily Force,Body Weight to Pin,Black,Male,29.0,Commission of Crime,3,Central
1/13/2017 1:20,Unknown Trouble ,Yes,ASLT5,,Bodily Force,Body Weight to Pin,Black,Male,29.0,Commission of Crime,3,Central
1/13/2017 1:20,Unknown Trouble ,Yes,ASLT5,,Bodily Force,Body Weight to Pin,Black,Male,29.0,Commission of Crime,3,Central
1/13/2017 23:45,Suspicious Person ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,Black,Male,31.0,Verbal Non-Compliance,1,Downtown West
1/14/2017 0:36,Suspicious Vehicle ,No,FLEE,,Bodily Force,Joint Lock,Black,Male,13.0,Tensed,4,Near - North
1/14/2017 2:02,Suspicious Person ,No,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,5,CARAG
1/14/2017 2:02,Suspicious Person ,No,OBSTRU,Yes,Bodily Force,Joint Lock,Black,Male,26.0,Tensed,5,CARAG
1/14/2017 2:02,Suspicious Person ,No,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,5,CARAG
1/14/2017 2:15,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,,Male,25.0,Commission of Crime,1,Downtown West
1/14/2017 2:15,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,,Male,25.0,Commission of Crime,1,Downtown West
1/14/2017 20:06,Emotionally Disturb Person ,Yes,DAMPRP,,Bodily Force,Body Weight to Pin,White,Male,0.0,Verbal Non-Compliance,4,Folwell
1/14/2017 20:06,Emotionally Disturb Person ,Yes,DAMPRP,,Bodily Force,Body Weight to Pin,White,Male,0.0,Verbal Non-Compliance,4,Folwell
1/14/2017 20:06,Emotionally Disturb Person ,Yes,DAMPRP,,Bodily Force,Body Weight to Pin,White,Male,0.0,Verbal Non-Compliance,4,Folwell
1/14/2017 20:06,Emotionally Disturb Person ,Yes,DAMPRP,,Bodily Force,Joint Lock,White,Male,0.0,Verbal Non-Compliance,4,Folwell
1/14/2017 20:06,Emotionally Disturb Person ,Yes,DAMPRP,,Bodily Force,Body Weight to Pin,White,Male,0.0,Verbal Non-Compliance,4,Folwell
1/15/2017 0:34,Unknown Trouble ,No,PUBURN,No,Bodily Force,Knees,Native American,Male,41.0,Tensed,5,Lowry Hill East
1/15/2017 2:50,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Male,0.0,Commission of Crime,1,Downtown West
1/15/2017 2:50,Disturbance ,No,DISCON,,Chemical Irritant,Crowd Control Mace,Black,Male,0.0,Commission of Crime,1,Downtown West
1/15/2017 5:47,Unknown Trouble ,Yes,OBSTRU,,Bodily Force,Push Away,Other / Mixed Race,Male,21.0,Unspecified,3,Central
1/16/2017 22:27,Assault in Progress ,Yes,ASLT2,No,Bodily Force,Body Weight to Pin,White,Male,49.0,Tensed,3,Diamond Lake
1/17/2017 17:10,Tenant Trouble ,Yes,FLEEFT,Yes,Bodily Force,Conscious Neck Restraint,Black,Male,22.0,Fled on Foot,4,Willard - Hay
1/17/2017 17:10,Tenant Trouble ,Yes,FLEEFT,Yes,Bodily Force,Body Weight to Pin,Black,Male,22.0,Fled on Foot,4,Willard - Hay
1/18/2017 3:36,Fight ,No,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,34.0,Tensed,1,Downtown West
1/18/2017 3:36,Fight ,No,OBSTRU,No,Bodily Force,Punches,Black,Male,34.0,Tensed,1,Downtown West
1/18/2017 3:36,Fight ,No,OBSTRU,No,Taser,Touch,Black,Male,34.0,Tensed,1,Downtown West
1/18/2017 3:36,Fight ,No,OBSTRU,No,Bodily Force,Push Away,Black,Female,20.0,Tensed,1,Downtown West
1/18/2017 19:12,Unknown Trouble ,No,OBSTRU,No,Bodily Force,Joint Lock,Black,Female,25.0,Assaulted Officer,5,Whittier
1/18/2017 19:12,Unknown Trouble ,No,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Female,25.0,Assaulted Officer,5,Whittier
1/18/2017 19:12,Unknown Trouble ,No,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Female,25.0,Assaulted Officer,5,Whittier
1/18/2017 19:12,Unknown Trouble ,No,OBSTRU,No,Bodily Force,Joint Lock,Black,Female,25.0,Assaulted Officer,5,Whittier
1/18/2017 23:35,Suspicious Person ,No,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,32.0,Tensed,1,Downtown West
1/18/2017 23:35,Suspicious Person ,No,OBSTRU,No,Bodily Force,Push Away,Black,Male,32.0,Tensed,1,Downtown West
1/19/2017 21:30,Domestic ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,23.0,Assaulted Officer,4,Hawthorne
1/19/2017 21:30,Domestic ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,23.0,Assaulted Officer,4,Hawthorne
1/19/2017 21:30,Domestic ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Black,Male,23.0,Assaulted Officer,4,Hawthorne
1/19/2017 21:30,Domestic ,Yes,OBSTRU,No,Bodily Force,Punches,Black,Male,23.0,Assaulted Officer,4,Hawthorne
1/19/2017 21:30,Domestic ,Yes,OBSTRU,No,Bodily Force,Punches,Black,Male,23.0,Assaulted Officer,4,Hawthorne
1/19/2017 21:30,Domestic ,Yes,OBSTRU,No,Bodily Force,Punches,Black,Male,23.0,Assaulted Officer,4,Hawthorne
1/20/2017 1:16,Disturbance ,No,DISCON,No,Chemical Irritant,Crowd Control Mace,White,Male,0.0,Commission of Crime,1,Downtown West
1/21/2017 2:54,Suspicious Person ,No,DISCON,Yes,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,1,Downtown West
1/21/2017 2:54,Suspicious Person ,No,DISCON,Yes,Bodily Force,Push Away,Black,Male,26.0,Tensed,1,Downtown West
1/22/2017 1:12,Unknown Trouble ,No,ASLT4,No,Bodily Force,Push Away,Black,Female,19.0,Unspecified,1,Downtown West
1/22/2017 1:12,Unknown Trouble ,No,ASLT4,No,Bodily Force,Body Weight to Pin,Black,Female,19.0,Unspecified,1,Downtown West
1/22/2017 1:12,Unknown Trouble ,No,ASLT4,No,Bodily Force,Body Weight to Pin,Black,Female,19.0,Unspecified,1,Downtown West
1/22/2017 2:21,Assault Report Only ,No,ASLT5,No,Bodily Force,Joint Lock,,Female,25.0,Tensed,1,Downtown West
1/22/2017 2:21,Assault Report Only ,No,ASLT5,No,Bodily Force,Body Weight to Pin,,Female,25.0,Tensed,1,Downtown West
1/22/2017 2:23,Crim Sex Conduct ,Yes,POSDPA,No,Bodily Force,Push Away,,Male,37.0,Verbal Non-Compliance,3,Bancroft
1/22/2017 12:59,Fight ,Yes,OBSTRU,No,Bodily Force,Push Away,Black,Female,24.0,Assaulted Officer,5,Lowry Hill East
1/22/2017 12:59,Fight ,Yes,OBSTRU,No,Bodily Force,Joint Lock,Black,Female,24.0,Assaulted Officer,5,Lowry Hill East
1/22/2017 17:28,Check the Welfare ,Yes,WT,No,Bodily Force,Joint Lock,White,Female,32.0,Tensed,4,McKinley
1/22/2017 17:28,Check the Welfare ,Yes,WT,No,Bodily Force,Push Away,White,Female,32.0,Tensed,4,McKinley
1/22/2017 17:28,Check the Welfare ,Yes,WT,No,Bodily Force,Body Weight to Pin,White,Female,32.0,Tensed,4,McKinley
1/22/2017 20:36,Domestic Abuse-In Progress ,Yes,CIC,No,Bodily Force,Body Weight to Pin,Black,Male,20.0,Tensed,4,Near - North
1/23/2017 21:10,Person with a Gun ,Yes,DISCON,No,Gun Point Display,Compliance,Black,Male,61.0,Tensed,4,Willard - Hay
1/23/2017 21:10,Person with a Gun ,Yes,DISCON,No,Bodily Force,Knees,Black,Male,61.0,Tensed,4,Willard - Hay
1/23/2017 21:10,Person with a Gun ,Yes,DISCON,No,Gun Point Display,Compliance,Black,Male,61.0,Tensed,4,Willard - Hay
1/23/2017 21:10,Person with a Gun ,Yes,DISCON,No,Bodily Force,Punches,Black,Male,61.0,Tensed,4,Willard - Hay
1/23/2017 21:46,Domestic Abuse-In Progress ,Yes,OBSTRU,No,Bodily Force,Joint Lock,Other / Mixed Race,Male,27.0,Commission of Crime,3,East Phillips
1/23/2017 21:46,Domestic Abuse-In Progress ,Yes,OBSTRU,No,Bodily Force,Joint Lock,Other / Mixed Race,Male,27.0,Commission of Crime,3,East Phillips
1/23/2017 21:46,Domestic Abuse-In Progress ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Other / Mixed Race,Male,27.0,Commission of Crime,3,East Phillips
1/23/2017 21:46,Domestic Abuse-In Progress ,Yes,OBSTRU,No,Bodily Force,Body Weight to Pin,Other / Mixed Race,Male,27.0,Commission of Crime,3,East Phillips
1/24/2017 16:13,Suspicious Person ,No,TRSPAS,,Bodily Force,Joint Lock,Black,Male,16.0,Tensed,1,Downtown West
1/24/2017 21:02,Unknown Wireless/Cell Phone,Yes,CIC,No,Improvised Weapon,Other (specify),White,Female,14.0,Assaulted Officer,3,Northrop
1/26/2017 2:17,Down Outside-One w/Fire ,Yes,CIC,No,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,4,Near - North
1/26/2017 2:17,Down Outside-One w/Fire ,Yes,CIC,No,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,4,Near - North
1/26/2017 2:17,Down Outside-One w/Fire ,Yes,CIC,No,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,4,Near - North
1/26/2017 2:17,Down Outside-One w/Fire ,Yes,CIC,No,Bodily Force,Punches,White,Male,29.0,Tensed,4,Near - North
1/26/2017 2:17,Down Outside-One w/Fire ,Yes,CIC,No,Bodily Force,Joint Lock,White,Male,29.0,Tensed,4,Near - North
1/26/2017 2:17,Down Outside-One w/Fire ,Yes,CIC,No,Bodily Force,Knees,White,Male,29.0,Tensed,4,Near - North
1/26/2017 2:17,Down Outside-One w/Fire ,Yes,CIC,No,Bodily Force,Body Weight to Pin,White,Male,29.0,Tensed,4,Near - North
1/26/2017 12:43,Unwanted Person ,Yes,OBSTRU,Yes,Bodily Force,Joint Lock,Native American,Female,26.0,Tensed,5,Whittier
1/26/2017 12:43,Unwanted Person ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Native American,Female,26.0,Tensed,5,Whittier
1/26/2017 12:43,Unwanted Person ,Yes,OBSTRU,Yes,Bodily Force,Body Weight to Pin,Native American,Female,26.0,Tensed,5,Whittier
1/27/2017 18:36,Assault in Progress ,No,ROBPER,No,Bodily Force,Body Weight to Pin,Black,Female,17.0,Assaulted Officer,1,Downtown West
1/27/2017 18:36,Assault in Progress ,No,ROBPER,No,Bodily Force,Body Weight to Pin,Black,Female,17.0,Assaulted Officer,1,Downtown West
1/27/2017 18:36,Assault in Progress ,No,ROBPER,No,Bodily Force,Joint Lock,Black,Female,17.0,Assaulted Officer,1,Downtown West
1/27/2017 18:36,Assault in Progress ,No,ROBPER,No,Bodily Force,Body Weight to Pin,Black,Female,17.0,Assaulted Officer,1,Downtown West
1/29/2017 2:21,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,White,Female,0.0,Tensed,1,Downtown West
1/29/2017 2:21,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Female,0.0,Tensed,1,Downtown West
1/29/2017 2:21,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,White,Female,0.0,Tensed,1,Downtown West
1/29/2017 2:21,Disturbance ,No,FORCE,,Chemical Irritant,Crowd Control Mace,Black,Female,0.0,Tensed,1,Downtown West
1/29/2017 18:56,Theft ,Yes,FLEEFT,No,Bodily Force,Body Weight to Pin,Black,Male,39.0,Fled on Foot,4,Near - North
1/29/2017 18:56,Theft ,Yes,FLEEFT,No,Bodily Force,Push Away,Black,Male,39.0,Fled on Foot,4,Near - North
1/30/2017 2:38,Slumper w/Fire ,Yes,DWI,,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,5,Whittier
1/30/2017 2:38,Slumper w/Fire ,Yes,DWI,,Bodily Force,Body Weight to Pin,Black,Male,26.0,Tensed,5,Whittier
1/30/2017 19:52,Theft - Report Only ,No,OBSTRU,,Bodily Force,Body Weight to Pin,Other / Mixed Race,Female,26.0,Commission of Crime,3,Ventura Village
1/30/2017 19:52,Theft - Report Only ,No,OBSTRU,,Chemical Irritant,Personal Mace,Other / Mixed Race,Female,26.0,Commission of Crime,3,Ventura Village
1/30/2017 22:18,Assault in Progress ,Yes,DASLT5,Yes,Bodily Force,Conscious Neck Restraint,Black,Male,25.0,Tensed,4,Jordan
1/30/2017 22:18,Assault in Progress ,Yes,DASLT5,Yes,Bodily Force,Body Weight to Pin,Black,Male,25.0,Tensed,4,Jordan
1/31/2017 2:39,Motor Vehicle Chase ,No,FLEE,No,Bodily Force,Punches,White,Male,39.0,Fled in Vehicle,3,Midtown Phillips
1/31/2017 23:18,Traffic Law Enforcement ,No,WT,No,Bodily Force,Body Weight to Pin,Black,Male,20.0,Commission of Crime,1,Loring Park
1/31/2017 23:18,Traffic Law Enforcement ,No,WT,No,Bodily Force,Body Weight to Pin,Black,Male,20.0,Commission of Crime,1,Loring Park
1/31/2017 23:18,Traffic Law Enforcement ,No,WT,No,Bodily Force,Body Weight to Pin,Black,Male,20.0,Commission of Crime,1,Loring Park
1/31/2017 23:18,Traffic Law Enforcement ,No,WT,No,Bodily Force,Body Weight to Pin,Black,Male,20.0,Commission of Crime,1,Loring Park
2/1/2017 2:54,Stabbing ,Yes,ASLT2,No,Taser,Firing Darts,Black,Male,23.0,Verbal Non-Compliance,2,St. Anthony East
